Player,Nation,Team,Age,Matches Played,Starts,Minutes,Goals,Goals.1,Goals.2,Goals.3,Assists,Assists.1,Assists.2,Assists.3,Yellow Cards,Red Cards,xG,PrgC,PrgR,SoT%,SoT/90,G/Sh,Dist,Passes Completed,Passes Completed.1,Passes Completed.2,Passes Completed.3,Passes Completed.4,Passes Completed.5,Passes Completed.6,Passes Completed.7,Passes Completed.8,Passes Completed.9,Passes Completed.10,Passes Completed.11,Passes Completed.12,Passes Completed.13,Passes Completed.14,Passes Completed.15,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp%.4,Cmp%.5,Cmp%.6,Cmp%.7,Cmp%.8,Cmp%.9,Cmp%.10,Cmp%.11,Cmp%.12,Cmp%.13,Cmp%.14,Cmp%.15,Pass Distance,SCA,SCA90,GCA,GCA90,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles Won,Challenges,Challenges Lost,Blocks,Shot Blocks,Pass Blocks,Interceptions,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Take-ons Attempted,Take-ons Success%,Tkld%,Carries,Carry Distance,Carry to Pen Area,Carry to 1/3,Miscontrols,Dispossessed,Passes Received,Fouls Committed,Fouled,Offsides,Crosses,Recoveries,Aerials Won,Aerials Lost,Aerial Win%,TransferValue
Carlos Soler,es ESP,West Ham,28-128,29,14,1358.0,1,0.07,1,0.07,1,0.07,1,0.07,5,0,1.7,16,33,29.2,0.46,0.04,19.1,536,288,202,29,536,288,202,29,536,288,202,29,536,288,202,29,85.1,94.4,85.6,53.7,85.1,94.4,85.6,53.7,85.1,94.4,85.6,53.7,85.1,94.4,85.6,53.7,8360,47,3.12,2,0.13,15,7,15,7,11,23,16,19,6,13,8,748,26,173,391,189,23,18,44.4,50.0,341,1678,4,16,12,14,506,24,18,0,31,64,9,11,45.0,
Carlos Baleba,cm CMR,Brighton,21-127,31,28,2403.0,3,0.11,3,0.11,1,0.04,1,0.04,8,1,3.0,40,27,26.8,0.41,0.07,25.3,1048,499,442,86,1048,499,442,86,1048,499,442,86,1048,499,442,86,87.2,92.6,91.7,62.3,87.2,92.6,91.7,62.3,87.2,92.6,91.7,62.3,87.2,92.6,91.7,62.3,17638,60,2.25,4,0.15,71,44,71,44,41,72,28,44,10,34,40,1556,88,375,917,303,12,52,59.6,34.6,886,5108,3,40,37,37,944,38,44,0,8,176,38,24,61.3,
Casemiro,br BRA,Manchester Utd,33-076,22,16,1335.0,1,0.07,1,0.07,0,0.0,0,0.0,3,0,1.7,4,26,28.6,0.54,0.04,18.8,670,318,267,58,670,318,267,58,670,318,267,58,670,318,267,58,78.5,86.4,83.7,59.8,78.5,86.4,83.7,59.8,78.5,86.4,83.7,59.8,78.5,86.4,83.7,59.8,11089,49,3.31,3,0.2,77,41,77,41,46,66,25,33,10,23,12,1091,69,327,555,217,38,6,50.0,50.0,575,1774,0,10,10,10,697,17,18,3,19,89,31,17,64.6,
Chris Richards,us USA,Crystal Palace,25-043,21,19,1652.0,1,0.05,1,0.05,0,0.0,0,0.0,4,1,1.3,5,1,45.5,0.27,0.09,11.4,609,250,300,48,609,250,300,48,609,250,300,48,609,250,300,48,80.2,88.3,89.6,44.9,80.2,88.3,89.6,44.9,80.2,88.3,89.6,44.9,80.2,88.3,89.6,44.9,10779,7,0.38,2,0.11,44,23,44,23,28,38,15,36,13,23,15,985,113,527,397,67,18,6,16.7,83.3,453,2079,0,5,5,5,547,11,4,1,3,49,38,38,50.0,
Chris Wood,nz NZL,Nott'ham Forest,33-154,33,32,2689.0,19,0.64,19,0.64,3,0.1,3,0.1,1,0,11.7,13,87,54.5,1.0,0.29,14.1,290,176,78,16,290,176,78,16,290,176,78,16,290,176,78,16,65.9,69.8,67.2,72.7,65.9,69.8,67.2,72.7,65.9,69.8,67.2,72.7,65.9,69.8,67.2,72.7,4048,40,1.34,5,0.17,5,2,5,2,4,9,7,11,7,4,5,698,36,84,334,282,89,12,33.3,58.3,339,1178,5,10,73,24,512,24,21,26,1,44,88,129,40.6,
Christian Eriksen,dk DEN,Manchester Utd,33-085,21,11,1028.0,0,0.0,0,0.0,2,0.18,2,0.18,4,0,0.4,12,29,9.1,0.09,0.00,24.9,569,305,184,59,569,305,184,59,569,305,184,59,569,305,184,59,79.1,92.1,80.7,47.6,79.1,92.1,80.7,47.6,79.1,92.1,80.7,47.6,79.1,92.1,80.7,47.6,9538,51,4.46,7,0.61,19,11,19,11,9,26,15,14,4,10,7,811,24,163,388,264,15,3,0.0,100.0,450,1668,1,13,11,5,541,8,3,0,78,59,2,6,25.0,
Christian Nørgaard,dk DEN,Brentford,31-061,31,31,2549.0,5,0.18,5,0.18,3,0.11,3,0.11,6,1,3.9,12,37,34.3,0.42,0.14,14.3,1049,523,440,68,1049,523,440,68,1049,523,440,68,1049,523,440,68,81.3,87.0,85.1,58.6,81.3,87.0,85.1,58.6,81.3,87.0,85.1,58.6,81.3,87.0,85.1,58.6,17392,49,1.73,10,0.35,75,44,75,44,45,71,27,51,19,32,45,1638,161,561,780,312,52,13,46.2,38.5,738,2771,4,12,31,18,974,41,28,1,15,179,44,29,60.3,
Christopher Nkunku,fr FRA,Chelsea,27-177,27,9,921.0,3,0.29,3,0.29,2,0.2,2,0.2,2,0,4.8,17,68,44.0,1.07,0.12,12.6,299,185,95,6,299,185,95,6,299,185,95,6,299,185,95,6,89.5,91.6,92.2,100.0,89.5,91.6,92.2,100.0,89.5,91.6,92.2,100.0,89.5,91.6,92.2,100.0,3928,34,3.32,4,0.39,12,6,12,6,8,8,2,9,2,7,7,448,10,52,183,217,52,27,37.0,51.9,280,1368,13,16,18,17,356,16,11,3,4,29,16,22,42.1,
Cody Gakpo,nl NED,Liverpool,26-003,32,20,1717.0,9,0.47,9,0.47,3,0.16,3,0.16,5,0,6.5,51,253,41.2,1.1,0.18,15.2,439,271,137,17,439,271,137,17,439,271,137,17,439,271,137,17,75.8,86.6,66.5,54.8,75.8,86.6,66.5,54.8,75.8,86.6,66.5,54.8,75.8,86.6,66.5,54.8,6279,71,3.72,7,0.37,26,11,26,11,14,23,12,19,2,17,11,795,21,75,230,506,90,51,56.9,29.4,540,3840,20,32,38,20,606,17,25,5,68,66,15,24,38.5,
Cole Palmer,eng ENG,Chelsea,23-004,34,33,2921.0,15,0.46,15,0.46,8,0.25,8,0.25,6,0,17.0,110,169,35.7,1.26,0.10,20.2,1044,434,425,161,1044,434,425,161,1044,434,425,161,1044,434,425,161,76.9,85.9,84.8,59.9,76.9,85.9,84.8,59.9,76.9,85.9,84.8,59.9,76.9,85.9,84.8,59.9,19884,190,5.86,15,0.46,27,9,27,9,17,23,14,14,1,13,11,1694,20,140,759,817,133,107,46.7,38.3,1074,7279,39,67,63,34,1248,13,57,6,134,100,1,7,12.5,
Conor Coady,eng ENG,Leicester City,32-074,19,16,1444.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.1,3,0,100.0,0.06,0.00,9.2,829,353,424,48,829,353,424,48,829,353,424,48,829,353,424,48,90.9,97.0,96.6,52.7,90.9,97.0,96.6,52.7,90.9,97.0,96.6,52.7,90.9,97.0,96.6,52.7,14352,5,0.31,0,0.0,12,3,12,3,8,6,3,27,20,7,13,1036,199,569,450,18,6,2,50.0,50.0,676,2936,1,3,4,2,762,7,2,1,0,50,13,19,40.6,
Craig Dawson,eng ENG,Wolves,35-004,15,10,971.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.5,6,5,20.0,0.09,0.00,8.5,484,149,267,57,484,149,267,57,484,149,267,57,484,149,267,57,86.6,92.5,93.0,60.0,86.6,92.5,93.0,60.0,86.6,92.5,93.0,60.0,86.6,92.5,93.0,60.0,9745,7,0.65,2,0.19,15,12,15,12,3,15,3,16,11,5,9,671,130,396,249,28,14,5,20.0,40.0,390,1819,0,1,2,0,443,6,5,2,0,35,21,11,65.6,
Cristian Romero,ar ARG,Tottenham,27-013,18,18,1416.0,1,0.06,1,0.06,0,0.0,0,0.0,3,0,1.6,12,3,50.0,0.51,0.06,9.1,1094,370,630,80,1094,370,630,80,1094,370,630,80,1094,370,630,80,89.5,91.4,94.7,63.5,89.5,91.4,94.7,63.5,89.5,91.4,94.7,63.5,89.5,91.4,94.7,63.5,20402,20,1.27,4,0.25,35,21,35,21,29,30,9,18,3,15,21,1377,157,594,720,74,23,4,25.0,50.0,896,4702,0,18,10,5,936,14,12,2,3,90,41,27,60.3,
Curtis Jones,eng ENG,Liverpool,24-100,30,17,1528.0,3,0.18,3,0.18,3,0.18,3,0.18,3,1,4.1,24,71,38.7,0.71,0.10,16.9,911,524,331,33,911,524,331,33,911,524,331,33,911,524,331,33,93.3,96.9,92.7,75.0,93.3,96.9,92.7,75.0,93.3,96.9,92.7,75.0,93.3,96.9,92.7,75.0,13290,42,2.47,7,0.41,36,17,36,17,20,25,8,16,7,9,6,1145,32,187,615,349,52,19,57.9,36.8,702,3397,6,17,23,32,867,17,24,1,6,86,13,12,52.0,
Daichi Kamada,jp JPN,Crystal Palace,28-278,31,14,1424.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1,1.1,24,54,20.0,0.25,0.00,20.3,541,286,213,31,541,286,213,31,541,286,213,31,541,286,213,31,79.8,88.0,82.6,58.5,79.8,88.0,82.6,58.5,79.8,88.0,82.6,58.5,79.8,88.0,82.6,58.5,8735,49,3.1,3,0.19,45,13,45,13,27,38,25,21,5,16,16,851,19,181,447,230,30,15,40.0,46.7,427,2106,5,19,15,18,544,27,19,2,29,72,3,13,18.8,
Dan Burn,eng ENG,Newcastle Utd,33-001,34,34,3060.0,1,0.03,1,0.03,0,0.0,0,0.0,10,0,1.7,9,10,25.0,0.15,0.05,9.9,1630,571,948,98,1630,571,948,98,1630,571,948,98,1630,571,948,98,88.9,90.3,94.7,61.3,88.9,90.3,94.7,61.3,88.9,90.3,94.7,61.3,88.9,90.3,94.7,61.3,29674,21,0.62,3,0.09,34,17,34,17,19,32,15,32,23,9,25,2184,344,1220,861,109,49,4,75.0,25.0,1246,5724,1,5,23,3,1470,30,11,5,3,95,134,65,67.3,
Dango Ouattara,bf BFA,Bournemouth,23-088,32,21,2005.0,7,0.31,7,0.31,4,0.18,4,0.18,3,0,8.4,79,191,32.3,0.9,0.11,13.5,367,210,120,25,367,210,120,25,367,210,120,25,367,210,120,25,60.0,72.9,62.2,37.3,60.0,72.9,62.2,37.3,60.0,72.9,62.2,37.3,60.0,72.9,62.2,37.3,5725,72,3.23,6,0.27,35,17,35,17,26,41,24,36,10,26,11,959,62,165,316,497,128,82,47.6,41.5,492,3577,38,35,63,32,577,16,19,14,88,92,45,63,41.7,
Daniel Muñoz,co COL,Crystal Palace,28-349,34,34,2958.0,4,0.12,4,0.12,4,0.12,4,0.12,10,0,4.7,54,191,39.4,0.4,0.12,12.3,1052,594,394,44,1052,594,394,44,1052,594,394,44,1052,594,394,44,75.6,85.5,77.1,44.0,75.6,85.5,77.1,44.0,75.6,85.5,77.1,44.0,75.6,85.5,77.1,44.0,16013,78,2.37,9,0.27,113,52,113,52,74,89,37,36,4,32,40,1871,111,524,768,598,95,54,38.9,57.4,730,3706,15,35,50,18,883,49,19,13,68,155,58,75,43.6,
Danny Welbeck,eng ENG,Brighton,34-165,28,22,1942.0,9,0.42,9,0.42,4,0.19,4,0.19,5,0,8.1,19,83,37.7,0.93,0.17,15.2,368,245,80,9,368,245,80,9,368,245,80,9,368,245,80,9,84.2,86.3,87.0,100.0,84.2,86.3,87.0,100.0,84.2,86.3,87.0,100.0,84.2,86.3,87.0,100.0,4306,44,2.04,6,0.28,23,7,23,7,14,18,11,17,2,15,5,648,15,50,277,326,90,36,33.3,58.3,395,1807,7,20,45,25,483,11,22,4,3,40,15,29,34.1,
Dara O'Shea,ie IRL,Ipswich Town,26-067,32,32,2852.0,0,0.0,0,0.0,2,0.06,2,0.06,6,0,1.2,3,8,10.0,0.06,0.00,13.6,1112,357,621,123,1112,357,621,123,1112,357,621,123,1112,357,621,123,77.7,86.7,84.8,50.0,77.7,86.7,84.8,50.0,77.7,86.7,84.8,50.0,77.7,86.7,84.8,50.0,22113,22,0.69,4,0.13,47,20,47,20,30,31,11,59,47,12,31,1841,361,1065,663,118,48,2,50.0,50.0,805,3520,0,2,11,4,1048,18,22,3,7,101,103,79,56.6,
Darwin Núñez,uy URU,Liverpool,25-320,27,8,1051.0,5,0.43,5,0.43,2,0.17,2,0.17,8,0,5.3,22,69,36.4,1.03,0.15,14.3,151,82,46,12,151,82,46,12,151,82,46,12,151,82,46,12,70.6,80.4,73.0,66.7,70.6,80.4,73.0,66.7,70.6,80.4,73.0,66.7,70.6,80.4,73.0,66.7,2248,27,2.31,4,0.34,19,6,19,6,16,16,10,6,0,6,3,340,10,44,113,193,66,21,38.1,57.1,184,999,12,17,21,19,228,27,14,11,2,39,17,30,36.2,
David Raya,es ESP,Arsenal,29-237,35,35,3150.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.0,0,0,N/a,0.0,N/a,N/a,979,274,507,196,979,274,507,196,979,274,507,196,979,274,507,196,74.6,98.9,98.3,38.2,74.6,98.9,98.3,38.2,74.6,98.9,98.3,38.2,74.6,98.9,98.3,38.2,23137,4,0.11,1,0.03,0,0,0,0,0,2,2,0,0,0,2,1367,802,1284,83,0,0,1,100.0,0.0,856,4275,0,0,1,0,789,1,9,0,0,38,10,0,100.0,
Dean Henderson,eng ENG,Crystal Palace,28-059,35,35,3150.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0,0.0,0,0,0.0,0.0,0.00,14.9,682,163,324,191,682,163,324,191,682,163,324,191,682,163,324,191,61.4,99.4,99.4,31.0,61.4,99.4,99.4,31.0,61.4,99.4,99.4,31.0,61.4,99.4,99.4,31.0,18786,3,0.09,0,0.0,2,2,2,2,1,6,4,0,0,0,0,1200,974,1195,4,1,1,0,N/a,N/a,689,4123,0,0,2,0,523,0,1,0,0,25,11,1,91.7,
Dean Huijsen,es ESP,Bournemouth,20-026,29,24,2234.0,3,0.12,3,0.12,1,0.04,1,0.04,8,0,1.9,36,10,16.7,0.12,0.17,11.9,1204,389,644,160,1204,389,644,160,1204,389,644,160,1204,389,644,160,83.4,89.0,91.6,59.3,83.4,89.0,91.6,59.3,83.4,89.0,91.6,59.3,83.4,89.0,91.6,59.3,24235,40,1.61,3,0.12,33,15,33,15,23,25,10,36,28,8,49,1803,238,820,861,131,30,5,40.0,60.0,992,6345,0,26,18,1,1117,29,10,2,12,96,64,41,61.0,
Declan Rice,eng ENG,Arsenal,26-116,33,31,2645.0,3,0.1,3,0.1,7,0.24,7,0.24,7,1,3.3,88,92,25.0,0.37,0.07,19.3,1304,641,525,112,1304,641,525,112,1304,641,525,112,1304,641,525,112,83.5,92.0,90.5,48.9,83.5,92.0,90.5,48.9,83.5,92.0,90.5,48.9,83.5,92.0,90.5,48.9,22238,106,3.61,10,0.34,52,16,52,16,24,37,21,24,11,13,25,1839,71,302,863,693,77,28,46.4,50.0,977,6149,16,54,36,29,1204,20,16,2,157,143,31,24,56.4,
Dejan Kulusevski,se SWE,Tottenham,25-015,31,26,2371.0,7,0.27,7,0.27,4,0.15,4,0.15,3,0,4.2,120,210,37.0,0.65,0.15,14.8,656,393,202,32,656,393,202,32,656,393,202,32,656,393,202,32,73.6,86.2,78.0,40.5,73.6,86.2,78.0,40.5,73.6,86.2,78.0,40.5,73.6,86.2,78.0,40.5,9184,127,4.82,9,0.34,45,19,45,19,23,51,32,34,5,29,13,1272,24,149,430,717,157,117,32.5,60.7,821,6148,40,67,77,73,894,47,38,5,89,119,10,15,40.0,
Destiny Udogie,it ITA,Tottenham,22-163,24,23,1834.0,0,0.0,0,0.0,1,0.05,1,0.05,2,0,0.3,54,93,20.0,0.05,0.00,15.1,947,533,359,24,947,533,359,24,947,533,359,24,947,533,359,24,87.4,91.3,90.4,80.0,87.4,91.3,90.4,80.0,87.4,91.3,90.4,80.0,87.4,91.3,90.4,80.0,13710,35,1.72,3,0.15,74,33,74,33,47,47,14,40,6,34,21,1336,60,377,591,383,49,32,40.6,50.0,735,4188,12,39,32,19,796,29,38,2,19,109,13,13,50.0,
Diogo Jota,pt POR,Liverpool,28-157,24,14,1154.0,6,0.47,6,0.47,3,0.23,3,0.23,2,0,7.5,36,86,27.1,1.01,0.13,12.3,205,109,72,13,205,109,72,13,205,109,72,13,205,109,72,13,69.7,76.2,75.0,61.9,69.7,76.2,75.0,61.9,69.7,76.2,75.0,61.9,69.7,76.2,75.0,61.9,3120,35,2.73,9,0.7,14,7,14,7,8,19,12,9,0,9,7,459,5,30,190,246,93,32,34.4,59.4,251,1448,20,21,37,22,317,22,14,1,8,40,22,30,42.3,
Diogo Dalot,pt POR,Manchester Utd,26-053,32,31,2788.0,0,0.0,0,0.0,3,0.1,3,0.1,5,0,2.0,62,164,21.7,0.16,0.00,15.6,1336,691,519,93,1336,691,519,93,1336,691,519,93,1336,691,519,93,80.5,89.9,81.9,55.4,80.5,89.9,81.9,55.4,80.5,89.9,81.9,55.4,80.5,89.9,81.9,55.4,21497,74,2.39,5,0.16,67,34,67,34,39,52,18,22,9,13,37,1965,113,658,767,557,66,53,50.9,41.5,1111,4912,16,37,37,21,1186,40,9,4,65,164,38,21,64.4,
Djed Spence,eng ENG,Tottenham,24-274,22,17,1604.0,1,0.06,1,0.06,2,0.11,2,0.11,4,1,0.6,56,70,30.0,0.17,0.10,23.9,923,539,321,31,923,539,321,31,923,539,321,31,923,539,321,31,85.5,93.7,85.8,51.7,85.5,93.7,85.8,51.7,85.5,93.7,85.8,51.7,85.5,93.7,85.8,51.7,13205,28,1.57,5,0.28,40,20,40,20,30,27,7,24,9,15,18,1316,72,448,600,288,25,69,49.3,40.6,741,4422,7,41,26,31,812,20,23,2,25,101,20,13,60.6,
Dominic Solanke,eng ENG,Tottenham,27-238,25,24,2119.0,8,0.34,8,0.34,3,0.13,3,0.13,0,0,10.1,29,88,40.7,1.02,0.14,12.1,250,153,64,12,250,153,64,12,250,153,64,12,250,153,64,12,71.0,76.1,77.1,66.7,71.0,76.1,77.1,66.7,71.0,76.1,77.1,66.7,71.0,76.1,77.1,66.7,3344,37,1.57,8,0.34,18,4,18,4,11,14,10,18,7,11,0,636,31,68,290,284,111,50,32.0,62.0,374,2024,14,21,67,47,448,36,36,5,4,37,44,59,42.7,
Dominic Calvert-Lewin,eng ENG,Everton,28-055,23,19,1588.0,3,0.17,3,0.17,1,0.06,1,0.06,2,0,6.2,22,107,36.2,0.96,0.06,12.3,177,128,36,3,177,128,36,3,177,128,36,3,177,128,36,3,62.8,69.9,59.0,37.5,62.8,69.9,59.0,37.5,62.8,69.9,59.0,37.5,62.8,69.9,59.0,37.5,2075,25,1.42,4,0.23,9,2,9,2,7,6,4,6,2,4,6,499,22,39,208,257,83,25,40.0,52.0,272,1400,16,8,73,33,407,27,23,27,6,32,84,80,51.2,
Dominik Szoboszlai,hu HUN,Liverpool,24-197,33,26,2279.0,5,0.2,5,0.2,5,0.2,5,0.2,6,0,7.1,65,120,32.3,0.79,0.08,18.5,1029,562,333,83,1029,562,333,83,1029,562,333,83,1029,562,333,83,84.6,89.2,88.3,72.2,84.6,89.2,88.3,72.2,84.6,89.2,88.3,72.2,84.6,89.2,88.3,72.2,15917,108,4.27,14,0.55,31,15,31,15,20,39,24,36,4,32,9,1450,24,188,704,576,96,35,54.3,37.1,740,3786,17,46,34,22,991,37,23,4,34,122,18,22,45.0,
Dwight McNeil,eng ENG,Everton,25-169,18,14,1262.0,4,0.29,4,0.29,4,0.29,4,0.29,1,0,1.1,35,74,40.0,0.71,0.16,21.9,420,195,148,67,420,195,148,67,420,195,148,67,420,195,148,67,73.7,86.7,81.8,52.3,73.7,86.7,81.8,52.3,73.7,86.7,81.8,52.3,73.7,86.7,81.8,52.3,7795,63,4.49,7,0.5,11,8,11,8,6,19,11,7,0,7,5,688,4,67,298,339,24,40,52.5,45.0,406,2473,5,30,24,29,468,6,14,1,97,71,3,15,16.7,
Eberechi Eze,eng ENG,Crystal Palace,26-315,31,29,2427.0,5,0.19,5,0.19,8,0.3,8,0.3,1,0,9.1,67,143,25.3,0.89,0.04,21.6,735,361,284,70,735,361,284,70,735,361,284,70,735,361,284,70,74.5,84.3,83.5,44.9,74.5,84.3,83.5,44.9,74.5,84.3,83.5,44.9,74.5,84.3,83.5,44.9,12395,125,4.64,9,0.33,37,17,37,17,22,35,18,27,0,27,11,1336,15,177,628,564,89,130,49.2,44.6,794,4804,21,45,53,44,862,11,49,9,103,133,7,37,15.9,
Ederson,br BRA,Manchester City,31-266,23,23,2050.0,0,0.0,0,0.0,4,0.18,4,0.18,3,0,0.0,0,0,N/a,0.0,N/a,N/a,730,129,421,177,730,129,421,177,730,129,421,177,730,129,421,177,88.2,100.0,98.4,66.3,88.2,100.0,98.4,66.3,88.2,100.0,98.4,66.3,88.2,100.0,98.4,66.3,17943,6,0.26,4,0.18,0,0,0,0,0,2,2,0,0,0,1,875,619,866,9,0,0,0,N/a,N/a,590,2718,0,0,1,0,560,1,0,0,0,38,4,1,80.0,
Edson Álvarez,mx MEX,West Ham,27-198,25,19,1633.0,0,0.0,0,0.0,1,0.06,1,0.06,8,1,0.3,21,18,9.1,0.06,0.00,26.7,763,372,322,61,763,372,322,61,763,372,322,61,763,372,322,61,85.7,88.8,89.7,73.5,85.7,88.8,89.7,73.5,85.7,88.8,89.7,73.5,85.7,88.8,89.7,73.5,12894,25,1.38,2,0.11,44,15,44,15,23,33,18,21,8,13,16,1101,61,323,612,174,12,31,45.2,38.7,603,3371,2,20,25,13,734,37,18,4,6,78,28,20,58.3,
Elliot Anderson,eng ENG,Nott'ham Forest,22-185,34,30,2467.0,2,0.07,2,0.07,6,0.22,6,0.22,7,0,1.9,46,87,18.9,0.26,0.05,19.4,949,500,347,69,949,500,347,69,949,500,347,69,949,500,347,69,77.6,89.1,80.3,45.7,77.6,89.1,80.3,45.7,77.6,89.1,80.3,45.7,77.6,89.1,80.3,45.7,15198,78,2.85,10,0.36,84,43,84,43,52,100,57,44,9,35,30,1630,95,388,775,496,62,73,49.3,39.7,820,4535,19,31,56,41,956,43,55,4,78,197,47,23,67.1,
Emerson Palmieri,it ITA,West Ham,30-280,30,26,2105.0,2,0.09,2,0.09,1,0.04,1,0.04,5,0,2.0,47,83,43.8,0.3,0.13,19.0,859,513,283,43,859,513,283,43,859,513,283,43,859,513,283,43,79.9,89.7,81.3,42.2,79.9,89.7,81.3,42.2,79.9,89.7,81.3,42.2,79.9,89.7,81.3,42.2,12521,41,1.75,2,0.09,60,27,60,27,31,48,21,32,8,24,21,1323,82,422,557,359,28,30,33.3,56.7,553,3011,9,25,24,7,745,25,13,0,64,84,18,20,47.4,
Emile Smith Rowe,eng ENG,Fulham,24-286,31,23,1886.0,6,0.29,6,0.29,2,0.1,2,0.1,2,0,4.4,50,115,28.6,0.48,0.17,15.6,844,489,313,19,844,489,313,19,844,489,313,19,844,489,313,19,90.1,92.1,95.4,70.4,90.1,92.1,95.4,70.4,90.1,92.1,95.4,70.4,90.1,92.1,95.4,70.4,12107,65,3.1,11,0.52,31,8,31,8,18,24,16,20,2,18,11,1128,20,155,534,449,55,33,48.5,45.5,734,3552,11,38,35,13,867,18,12,4,13,69,6,17,26.1,
Emiliano Martínez,ar ARG,Aston Villa,32-250,34,34,2970.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0,0.0,0,0,N/a,0.0,N/a,N/a,1018,180,590,248,1018,180,590,248,1018,180,590,248,1018,180,590,248,79.1,97.8,98.2,50.1,79.1,97.8,98.2,50.1,79.1,97.8,98.2,50.1,79.1,97.8,98.2,50.1,26608,6,0.18,1,0.03,3,2,3,2,3,2,0,1,0,1,0,1348,1015,1329,19,0,0,1,100.0,0.0,820,4149,0,0,1,0,738,1,5,0,0,29,8,1,88.9,
Emmanuel Agbadou,ci CIV,Wolves,27-327,13,13,1140.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.3,3,1,16.7,0.08,0.00,31.8,663,210,358,89,663,210,358,89,663,210,358,89,663,210,358,89,85.0,91.7,92.7,61.0,85.0,91.7,92.7,61.0,85.0,91.7,92.7,61.0,85.0,91.7,92.7,61.0,13505,15,1.18,2,0.16,27,11,27,11,18,17,6,16,12,4,9,924,155,527,381,22,5,10,70.0,20.0,572,2717,0,3,3,3,615,5,4,1,1,66,22,16,57.9,
Enzo Fernández,ar ARG,Chelsea,24-113,33,29,2677.0,6,0.2,6,0.2,7,0.24,7,0.24,7,0,6.0,57,116,37.3,0.64,0.12,18.2,1429,653,590,153,1429,653,590,153,1429,653,590,153,1429,653,590,153,80.0,89.0,85.0,58.0,80.0,89.0,85.0,58.0,80.0,89.0,85.0,58.0,80.0,89.0,85.0,58.0,25393,141,4.74,16,0.54,63,31,63,31,32,83,52,36,7,29,13,2070,36,327,1049,708,76,46,45.7,39.1,1135,5284,8,53,27,27,1520,47,48,1,105,147,14,28,33.3,
Erling Haaland,no NOR,Manchester City,24-293,28,28,2480.0,21,0.76,21,0.76,3,0.11,3,0.11,2,0,20.8,19,103,54.5,1.96,0.19,12.2,225,156,50,4,225,156,50,4,225,156,50,4,225,156,50,4,66.0,70.6,66.7,66.7,66.0,70.6,66.7,66.7,66.0,70.6,66.7,66.7,66.0,70.6,66.7,66.7,2706,62,2.25,9,0.33,9,2,9,2,5,6,4,11,1,10,5,578,22,39,200,344,170,32,34.4,59.4,272,1310,19,14,39,25,427,22,12,4,3,29,49,45,52.1,
Ethan Pinnock,jm JAM,Brentford,31-346,22,21,1913.0,2,0.09,2,0.09,0,0.0,0,0.0,2,0,1.1,3,9,60.0,0.28,0.20,11.1,924,360,472,84,924,360,472,84,924,360,472,84,924,360,472,84,85.6,94.2,89.4,57.9,85.6,94.2,89.4,57.9,85.6,94.2,89.4,57.9,85.6,94.2,89.4,57.9,17045,21,0.99,0,0.0,35,13,35,13,19,24,11,29,18,11,24,1348,294,783,457,109,24,9,33.3,66.7,633,3117,0,4,2,4,760,8,4,0,9,50,63,43,59.4,
Evanilson,br BRA,Bournemouth,25-216,28,25,2058.0,10,0.44,10,0.44,1,0.04,1,0.04,1,1,11.6,28,88,43.9,1.27,0.15,13.0,215,137,46,10,215,137,46,10,215,137,46,10,215,137,46,10,70.0,75.3,73.0,66.7,70.0,75.3,73.0,66.7,70.0,75.3,73.0,66.7,70.0,75.3,73.0,66.7,2631,56,2.45,8,0.35,16,8,16,8,10,12,4,10,2,8,0,505,23,50,195,263,116,19,31.6,36.8,300,1705,14,17,31,22,358,33,45,17,0,59,39,58,40.2,
Ezri Konsa,eng ENG,Aston Villa,27-199,31,30,2666.0,1,0.03,1,0.03,0,0.0,0,0.0,0,0,0.9,17,11,33.3,0.1,0.11,9.1,1425,621,733,55,1425,621,733,55,1425,621,733,55,1425,621,733,55,92.8,96.4,95.7,65.5,92.8,96.4,95.7,65.5,92.8,96.4,95.7,65.5,92.8,96.4,95.7,65.5,23907,23,0.78,3,0.1,32,18,32,18,17,22,4,18,10,8,21,1756,224,826,839,100,20,18,44.4,38.9,1021,5086,2,12,17,10,1223,6,42,0,5,89,31,22,58.5,
Fabian Schär,ch SUI,Newcastle Utd,33-141,31,30,2664.0,4,0.14,4,0.14,0,0.0,0,0.0,7,1,2.4,14,18,32.3,0.34,0.13,21.2,1518,525,805,179,1518,525,805,179,1518,525,805,179,1518,525,805,179,83.8,92.3,92.7,52.3,83.8,92.3,92.7,52.3,83.8,92.3,92.7,52.3,83.8,92.3,92.7,52.3,30536,32,1.08,4,0.14,34,14,34,14,21,34,20,37,24,13,41,2111,239,1089,900,133,33,12,66.7,16.7,1331,5989,2,23,11,6,1474,32,12,4,10,125,46,61,43.0,
